biosample_name,assay_name,bios_accession,exp_accession,file_accession,assembly,read_length,run_type,sequencing_platform,lab,depth
MCF_7_grp1_rep2,H3K9ac,ENCBS967MVZ,ENCSR056UBA,ENCFF403SOH,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",16985507.0
MCF_7_grp1_rep2,H3K79me2,ENCBS967MVZ,ENCSR059ICA,ENCFF654NDM,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",48834534.0
MCF_7_grp1_rep2,H3K4me3,ENCBS967MVZ,ENCSR985MIB,ENCFF374GQR,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",12678462.0
MCF_7_grp1_rep2,H3K4me2,ENCBS967MVZ,ENCSR875KOJ,ENCFF680ERD,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",51895669.0
MCF_7_grp1_rep2,H3K27me3,ENCBS967MVZ,ENCSR761DLU,ENCFF744JQU,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",13233042.0
MCF_7_grp1_rep2,H3K36me3,ENCBS967MVZ,ENCSR610IYQ,ENCFF551PNK,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",33931593.0
MCF_7_grp1_rep2,H3F3A,ENCBS967MVZ,ENCSR197XDQ,ENCFF183HME,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",32522217.0
mesenchymal_stem_cell_grp3_rep1,H3K36me3,ENCBS651YMI,ENCSR555QHZ,ENCFF087MHC,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",31257734.0
mesenchymal_stem_cell_grp3_rep1,H3K9me3,ENCBS651YMI,ENCSR439EHQ,ENCFF966QTO,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",23535642.0
mesenchymal_stem_cell_grp3_rep1,H3K4me1,ENCBS651YMI,ENCSR196LEI,ENCFF108HQM,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",30444579.0
mesenchymal_stem_cell_grp3_rep1,H3K9ac,ENCBS651YMI,ENCSR006GPM,ENCFF130WRL,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",29776243.0
mesenchymal_stem_cell_grp3_rep1,H3K4me3,ENCBS651YMI,ENCSR004AKD,ENCFF600DDJ,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",28265999.0
mesenchymal_stem_cell_grp3_rep1,H3K27me3,ENCBS651YMI,ENCSR262VXI,ENCFF314TSB,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",25182063.0
keratinocyte_nonrep,H3K4me3,ENCBS501AXW,ENCSR000DWV,ENCFF277GBO,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",9575850.0
keratinocyte_nonrep,H3K27me3,ENCBS501AXW,ENCSR000DWU,ENCFF838LHK,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",4892690.0
keratinocyte_nonrep,H3K36me3,ENCBS672NFZ,ENCSR000DWW,ENCFF317LMD,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",11739693.0
keratinocyte_nonrep,CTCF,ENCBS501AXW,ENCSR000DWX,ENCFF542NWG,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"John Stamatoyannopoulos, UW",6433804.0
keratinocyte_nonrep,DNase-seq,ENCBS591ENC,ENCSR000EPQ,ENCFF996YAL,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"John Stamatoyannopoulos, UW",23792139.0
PC_3_grp1_rep1,H2AFZ,ENCBS451OVM,ENCSR946QFD,ENCFF876LLU,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",29085069.0
PC_3_grp1_rep1,H3K4me2,ENCBS451OVM,ENCSR788EQL,ENCFF076UJA,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",26392823.0
PC_3_grp1_rep1,H3K27ac,ENCBS451OVM,ENCSR826UTD,ENCFF092ZKC,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",27496274.0
PC_3_grp1_rep1,H3K27me3,ENCBS451OVM,ENCSR881TWJ,ENCFF412HUY,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",59205249.0
PC_3_grp1_rep1,H3K4me3,ENCBS451OVM,ENCSR275NCH,ENCFF321ZXH,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",31982310.0
PC_3_grp1_rep1,H3K9me3,ENCBS451OVM,ENCSR339ZMJ,ENCFF222DUW,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",55311827.0
PC_3_grp1_rep1,H4K20me1,ENCBS451OVM,ENCSR764KFK,ENCFF026WBD,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",57240799.0
PC_3_grp1_rep1,H3K79me2,ENCBS451OVM,ENCSR695SCQ,ENCFF956ZHV,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",59409790.0
PC_3_grp1_rep1,CTCF,ENCBS451OVM,ENCSR359LOD,ENCFF954ZUO,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",15073816.0
PC_3_grp1_rep1,H3K4me1,ENCBS451OVM,ENCSR566UMF,ENCFF579UIC,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",34489889.0
PC_3_grp1_rep1,H3K36me3,ENCBS451OVM,ENCSR849APH,ENCFF423PYF,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",61995841.0
PC_3_grp1_rep1,H3K9me2,ENCBS451OVM,ENCSR943LZX,ENCFF083APM,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",59844992.0
PC_3_grp1_rep1,H3K9ac,ENCBS451OVM,ENCSR197QXT,ENCFF705YEX,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",26593559.0
ACC112_grp1_rep2,H3K36me3,ENCBS827JIC,ENCSR897FOZ,ENCFF490XYD,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",63937878.0
ACC112_grp1_rep2,H3K27ac,ENCBS827JIC,ENCSR059MVB,ENCFF624AUA,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",32107789.0
ACC112_grp1_rep2,H3K4me3,ENCBS827JIC,ENCSR778VGY,ENCFF274ZOK,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",48912751.0
ACC112_grp1_rep2,H3K27me3,ENCBS827JIC,ENCSR475NLR,ENCFF253WMX,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",55423318.0
BLaER1_grp9_rep1,H3K36me3,ENCBS696TKD,ENCSR420KZB,ENCFF722DYJ,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",48351142.0
BLaER1_grp9_rep1,H3K9me3,ENCBS696TKD,ENCSR265LGX,ENCFF128AGU,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",34903197.0
BLaER1_grp9_rep1,H3K4me1,ENCBS696TKD,ENCSR716KBL,ENCFF292CEB,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",57271883.0
BLaER1_grp9_rep1,H3K27ac,ENCBS696TKD,ENCSR010OVI,ENCFF889JHM,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",32741696.0
BLaER1_grp9_rep1,H3K4me2,ENCBS696TKD,ENCSR311RXD,ENCFF772PXQ,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",35170765.0
BLaER1_grp9_rep1,H3K9ac,ENCBS696TKD,ENCSR415ACV,ENCFF115ORO,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",30956077.0
BLaER1_grp9_rep1,H4K20me1,ENCBS696TKD,ENCSR258TUP,ENCFF616SGA,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",36148475.0
BLaER1_grp9_rep1,H3K4me3,ENCBS696TKD,ENCSR706VZI,ENCFF283IKX,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",35874129.0
BLaER1_grp9_rep1,H3K27me3,ENCBS696TKD,ENCSR197KBA,ENCFF222ELT,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",47731397.0
iPS_20b_grp1_rep2,H3K9me3,ENCBS606XXJ,ENCSR214WRA,ENCFF159FUR,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bradley Bernstein, Broad",16200960.0
iPS_20b_grp1_rep2,H3K9ac,ENCBS606XXJ,ENCSR166KLM,ENCFF125OBQ,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bradley Bernstein, Broad",35085214.0
iPS_20b_grp1_rep2,H3K4me3,ENCBS606XXJ,ENCSR989RAL,ENCFF155QTK,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bradley Bernstein, Broad",28785217.0
iPS_20b_grp1_rep2,H3K27me3,ENCBS606XXJ,ENCSR352UID,ENCFF790XUK,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bradley Bernstein, Broad",23190094.0
iPS_20b_grp1_rep2,H3K36me3,ENCBS606XXJ,ENCSR499WAQ,ENCFF578WQX,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bradley Bernstein, Broad",36009011.0
HCT116_grp1_rep2,H2AFZ,ENCBS847SOB,ENCSR227XNT,ENCFF513BDF,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",18000647.0
HCT116_grp1_rep2,H3K4me2,ENCBS847SOB,ENCSR794ULT,ENCFF303ELX,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",41079647.0
HCT116_grp1_rep2,H3K27ac,ENCBS847SOB,ENCSR661KMA,ENCFF977FPK,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",29720813.0
HCT116_grp1_rep2,H3K27me3,ENCBS847SOB,ENCSR810BDB,ENCFF824RFB,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",19722840.0
HCT116_grp1_rep2,H3K4me3,ENCBS847SOB,ENCSR333OPW,ENCFF325DWR,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",21901346.0
HCT116_grp1_rep2,H3K9me3,ENCBS847SOB,ENCSR179BUC,ENCFF369EDG,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",13938865.0
HCT116_grp1_rep2,H4K20me1,ENCBS847SOB,ENCSR474DOV,ENCFF216UAQ,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",10119561.0
HCT116_grp1_rep2,H3K79me2,ENCBS847SOB,ENCSR494CCN,ENCFF299RMR,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",21514380.0
HCT116_grp1_rep2,CTCF,ENCBS847SOB,ENCSR240PRQ,ENCFF603FXX,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",21309453.0
HCT116_grp1_rep2,H3K4me1,ENCBS847SOB,ENCSR161MXP,ENCFF119RZI,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",31058318.0
HCT116_grp1_rep2,H3K36me3,ENCBS847SOB,ENCSR091QXP,ENCFF688WBJ,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",21911819.0
HCT116_grp1_rep2,H3K9me2,ENCBS847SOB,ENCSR555LYM,ENCFF983DCG,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",32833055.0
A673_grp1_rep2,H3K9me3,ENCBS615MBV,ENCSR988EGR,ENCFF207NQJ,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",26822239.0
A673_grp1_rep2,EZH2,ENCBS615MBV,ENCSR179SAO,ENCFF321STO,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",38776496.0
A673_grp1_rep2,H3K4me3,ENCBS615MBV,ENCSR435FGK,ENCFF053NNA,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",17641831.0
A673_grp1_rep2,H3K27me3,ENCBS615MBV,ENCSR747BYL,ENCFF544ZKR,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",35031607.0
A673_grp1_rep2,H3K27ac,ENCBS615MBV,ENCSR714TJD,ENCFF054PXI,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",16326977.0
A673_grp1_rep2,H3K36me3,ENCBS615MBV,ENCSR581PUR,ENCFF575JXR,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",23336867.0
A673_grp1_rep2,H3K4me1,ENCBS615MBV,ENCSR521IZK,ENCFF736UEB,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",15127700.0
A673_grp1_rep2,CTCF,ENCBS615MBV,ENCSR611JJS,ENCFF119LLG,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",28995386.0
Karpas_422_grp1_rep2,H3K9me3,ENCBS850UIV,ENCSR978BQI,ENCFF043QVF,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",48186821.0
Karpas_422_grp1_rep2,H3K4me1,ENCBS850UIV,ENCSR306VSH,ENCFF433ZYZ,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",52055071.0
Karpas_422_grp1_rep2,H2AFZ,ENCBS850UIV,ENCSR317NQG,ENCFF366OJL,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",29968345.0
Karpas_422_grp1_rep2,H4K20me1,ENCBS850UIV,ENCSR159CDJ,ENCFF623AYS,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",22959492.0
Karpas_422_grp1_rep2,H3K79me2,ENCBS850UIV,ENCSR604III,ENCFF270OIQ,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",46718662.0
Karpas_422_grp1_rep2,H3K4me3,ENCBS850UIV,ENCSR910XKX,ENCFF639ATN,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",33781091.0
Karpas_422_grp1_rep2,H3K4me2,ENCBS850UIV,ENCSR870IGD,ENCFF388OOO,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",12105633.0
Karpas_422_grp1_rep2,H3K27me3,ENCBS850UIV,ENCSR963HAR,ENCFF285XHV,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",59517389.0
Karpas_422_grp1_rep2,H3K36me3,ENCBS850UIV,ENCSR867UKC,ENCFF990JLV,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",26300428.0
trophoblast_cell_grp2_rep1,H4K12ac,ENCBS392DBQ,ENCSR960JPH,ENCFF246GMV,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",14218430.0
trophoblast_cell_grp2_rep1,H3K4me1,ENCBS392DBQ,ENCSR564GWG,ENCFF505XKM,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",19482199.0
trophoblast_cell_grp2_rep1,H3K4ac,ENCBS392DBQ,ENCSR354UVU,ENCFF195QKA,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",14850355.0
trophoblast_cell_grp2_rep1,H3K14ac,ENCBS392DBQ,ENCSR499CAZ,ENCFF381CWR,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",24316969.0
trophoblast_cell_grp2_rep1,H2BK120ac,ENCBS392DBQ,ENCSR355ZYK,ENCFF086SZO,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",7077773.0
trophoblast_cell_grp2_rep1,H2AK5ac,ENCBS392DBQ,ENCSR427RFW,ENCFF356CJH,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",26516249.0
trophoblast_cell_grp2_rep1,H2AFZ,ENCBS392DBQ,ENCSR485OSV,ENCFF161EDO,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",8983244.0
trophoblast_cell_grp2_rep1,H3K79me2,ENCBS392DBQ,ENCSR486PWP,ENCFF190SMB,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",8519325.0
trophoblast_cell_grp2_rep1,H4K8ac,ENCBS392DBQ,ENCSR888MKB,ENCFF406PVM,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",12833429.0
trophoblast_cell_grp2_rep1,H3K18ac,ENCBS392DBQ,ENCSR081JRM,ENCFF705VZD,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",24145282.0
trophoblast_cell_grp2_rep1,H2BK5ac,ENCBS392DBQ,ENCSR213TIR,ENCFF682AUE,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",10708934.0
trophoblast_cell_grp2_rep1,H2BK12ac,ENCBS392DBQ,ENCSR634IIF,ENCFF686AAH,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",19970228.0
trophoblast_cell_grp2_rep1,H3K36me3,ENCBS392DBQ,ENCSR005YZH,ENCFF757JTP,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",15834975.0
DND_41_grp1_rep1,H3K9me3,ENCBS282AAA,ENCSR000ARZ,ENCFF270YDP,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",20888404.0
DND_41_grp1_rep1,H3K4me1,ENCBS282AAA,ENCSR000AQY,ENCFF065CQJ,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"Bradley Bernstein, Broad",22817542.0
DND_41_grp1_rep1,CTCF,ENCBS282AAA,ENCSR000AQU,ENCFF271LOV,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"Bradley Bernstein, Broad",21635926.0
DND_41_grp1_rep1,H2AFZ,ENCBS282AAA,ENCSR000AQV,ENCFF996CNM,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"Bradley Bernstein, Broad",23989050.0
DND_41_grp1_rep1,H4K20me1,ENCBS282AAA,ENCSR000ARC,ENCFF162YCU,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"Bradley Bernstein, Broad",29015519.0
DND_41_grp1_rep1,H3K27ac,ENCBS282AAA,ENCSR000AQW,ENCFF833XFZ,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",29660741.0
DND_41_grp1_rep1,H3K9ac,ENCBS282AAA,ENCSR000ARY,ENCFF532REX,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",15877482.0
DND_41_grp1_rep1,EZH2,ENCBS282AAA,ENCSR000ASW,ENCFF860ILI,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",11398914.0
DND_41_grp1_rep1,H3K79me2,ENCBS282AAA,ENCSR000ARB,ENCFF311LGN,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",30132584.0
DND_41_grp1_rep1,H3K4me3,ENCBS282AAA,ENCSR000ARA,ENCFF542RNK,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",24163043.0
DND_41_grp1_rep1,H3K4me2,ENCBS282AAA,ENCSR000AQZ,ENCFF532RPE,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",21051786.0
DND_41_grp1_rep1,H3K27me3,ENCBS282AAA,ENCSR000ASX,ENCFF044KRR,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",30135771.0
DND_41_grp1_rep1,H3K36me3,ENCBS282AAA,ENCSR000AQX,ENCFF746BJD,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"Bradley Bernstein, Broad",28641998.0
H9_grp2_rep2,H3K27me3,ENCBS769EPD,ENCSR754VAJ,ENCFF750QJN,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",32318602.0
H9_grp2_rep2,H3K4me3,ENCBS769EPD,ENCSR716ZJH,ENCFF030RYY,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",31877375.0
H9_grp2_rep2,H3K9me3,ENCBS769EPD,ENCSR516KSY,ENCFF865LVT,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",30043429.0
H9_grp2_rep2,H3K4me1,ENCBS769EPD,ENCSR967HXD,ENCFF418IUS,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",35734942.0
H9_grp2_rep2,H3K36me3,ENCBS769EPD,ENCSR870IUC,ENCFF767IIC,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",31656770.0
cardiac_muscle_cell_grp1_rep1,H3K36me3,ENCBS343AKO,ENCSR994NPK,ENCFF659MKM,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",57128854.0
cardiac_muscle_cell_grp1_rep1,H3K9me3,ENCBS343AKO,ENCSR269ULZ,ENCFF294GCL,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",74997241.0
cardiac_muscle_cell_grp1_rep1,H3K4me1,ENCBS343AKO,ENCSR276OLB,ENCFF842LAD,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",74650858.0
cardiac_muscle_cell_grp1_rep1,H3K27ac,ENCBS343AKO,ENCSR000NPF,ENCFF699KDH,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",51759037.0
cardiac_muscle_cell_grp1_rep1,DNase-seq,ENCBS343AKO,ENCSR842KCP,ENCFF849JFJ,GRCh38,36.0,paired-ended,Illumina NextSeq 500,"John Stamatoyannopoulos, UW",188835364.0
cardiac_muscle_cell_grp1_rep1,H3K4me3,ENCBS343AKO,ENCSR652QNW,ENCFF984WUD,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",35317154.0
cardiac_muscle_cell_grp1_rep1,H3K27me3,ENCBS343AKO,ENCSR864LRY,ENCFF025STJ,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",59192563.0
cardiac_muscle_cell_grp1_rep1,RNA-seq,ENCBS343AKO,ENCSR379YAE,ENCFF166LSM,GRCh38,,single-ended,Illumina HiSeq 2000,"Thomas Gingeras, CSHL",
KOPT_K1_grp1_rep1,H3K9me3,ENCBS345YKN,ENCSR438PYA,ENCFF403PFI,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",14436260.0
KOPT_K1_grp1_rep1,H3K4me1,ENCBS345YKN,ENCSR630IBN,ENCFF540WYU,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",23004022.0
KOPT_K1_grp1_rep1,H3K27ac,ENCBS345YKN,ENCSR719FEJ,ENCFF012XKG,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",15146697.0
KOPT_K1_grp1_rep1,H3K36me3,ENCBS345YKN,ENCSR879WTY,ENCFF080LQM,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",20512544.0
OCI_LY7_nonrep,H3K4me2,ENCBS121JKZ,ENCSR850QKN,ENCFF431QNY,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",26587060.0
OCI_LY7_nonrep,H4K20me1,ENCBS121JKZ,ENCSR747ZDF,ENCFF292JZN,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",19212097.0
OCI_LY7_nonrep,H3K79me2,ENCBS699NWP,ENCSR347DAG,ENCFF729BTC,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",36005334.0
OCI_LY7_nonrep,DNase-seq,ENCBS141AMI,ENCSR489NAM,ENCFF210MMO,GRCh38,36.0,paired-ended,Illumina HiSeq 2500,"John Stamatoyannopoulos, UW",245009144.0
thoracic_aorta_nonrep,H3K36me3,ENCBS543OJU,ENCSR083MAZ,ENCFF077MUE,GRCh38,74.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",47451759.0
thoracic_aorta_nonrep,H3K9me3,ENCBS543OJU,ENCSR974OMC,ENCFF318CMY,GRCh38,74.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",20048902.0
thoracic_aorta_nonrep,H3K4me1,ENCBS703OTV,ENCSR416CYZ,ENCFF542KRW,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",59920141.0
thoracic_aorta_nonrep,H3K27ac,ENCBS543OJU,ENCSR015GFK,ENCFF110WCU,GRCh38,74.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",36594514.0
thoracic_aorta_nonrep,H3K4me3,ENCBS543OJU,ENCSR984KWT,ENCFF124NVV,GRCh38,74.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",16197851.0
adrenal_gland_grp1_rep2,H3K9me3,ENCBS648AMG,ENCSR886FKD,ENCFF371RMR,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",50635746.0
adrenal_gland_grp1_rep2,H3K4me1,ENCBS648AMG,ENCSR038KST,ENCFF181GJG,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",54695054.0
adrenal_gland_grp1_rep2,CTCF,ENCBS648AMG,ENCSR188XCX,ENCFF041HYA,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",37843858.0
adrenal_gland_grp1_rep2,H3K27ac,ENCBS491ORA,ENCSR837CSL,ENCFF827ILR,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",38277292.0
adrenal_gland_grp1_rep2,H3K4me3,ENCBS491ORA,ENCSR775NSL,ENCFF310XHJ,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",39914851.0
adrenal_gland_grp1_rep2,H3K27me3,ENCBS648AMG,ENCSR086QZD,ENCFF760KCX,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",62253176.0
adrenal_gland_grp1_rep2,H3K36me3,ENCBS491ORA,ENCSR404HTG,ENCFF255OOF,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",53187719.0
radial_glial_cell_grp1_rep2,H3K9me3,ENCBS772AEX,ENCSR104BSN,ENCFF762KAN,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",15498805.0
